ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
533120441,Photo,Western Bluebird,Sialia mexicana,,Mark Hunter,2023-02-08,2023,2,8,800,United States,US-CA-037,California,Los Angeles,Huntington Botanical Gardens,34.1288701,-118.1144620,"",,Unspecified,"","",,,,,,,S127903141,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
533114851,Photo,Western Bluebird,Sialia mexicana,,Edward Rooks,2023-02-08,2023,2,8,817,United States,US-CA-085,California,Santa Clara,Calero Reservoir,37.1877600,-121.7764500,"",,Unspecified,"","",,,,,,,S127903016,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,4000,6000
533114861,Photo,Western Bluebird,Sialia mexicana,,Edward Rooks,2023-02-08,2023,2,8,817,United States,US-CA-085,California,Santa Clara,Calero Reservoir,37.1877600,-121.7764500,"",,Unspecified,"","",,,,,,,S127903016,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,4000,6000
533105901,Photo,Western Bluebird,Sialia mexicana,,Mike Marin,2023-02-08,2023,2,8,649,United States,US-CA-059,California,Orange,Creekside Park (Aliso Viejo),33.5855228,-117.7150404,"",,Unspecified,"","",,,,,,,S127878198,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,751,1129
533035931,Photo,Western Bluebird,Sialia mexicana,,Bob Bolles,2023-02-08,2023,2,8,918,United States,US-CA-085,California,Santa Clara,Penitencia Creek Trail,37.3924312,-121.8375721,"",,Unspecified,"","",,,,,,,S127886746,"",,,,,Sialia mexicana,wesblu,Species,,,3.50,2,,1107,1168
533029611,Photo,Western Bluebird,Sialia mexicana,,kent johnson,2023-02-02,2023,2,2,955,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127898301,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1701,1134
532969431,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2023-02-08,2023,2,8,629,United States,US-CA-001,California,Alameda,Claremont Canyon Regional Preserve,37.8661300,-122.2395730,"",,Unspecified,"","",,,,,,,S127883936,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532933361,Photo,Western Bluebird,Sialia mexicana,,Matthew Foster,2023-02-07,2023,2,7,1100,United States,US-CA-073,California,San Diego,San Diego--Old Town,32.7544275,-117.1971770,"",,Unspecified,"","",,,,,,,S127873744,"",,,,M/f pair by center of park,Sialia mexicana,wesblu,Species,,,.00,0,,895,1086
532911651,Photo,Western Bluebird,Sialia mexicana,,Carol Comeau,2023-02-07,2023,2,7,1339,United States,US-CA-079,California,San Luis Obispo,Carrizo Plain NM--KCL Campground,35.0905487,-119.7350496,"",,Unspecified,"","",,,,,,,S127866063,"",,,"Mountain Bluebird, adult male, KCL campground, Carizzo Plain National Monument, San Luis Obispo County, CA, 7 Feb 2023, Carol R. Comeau",,Sialia mexicana,wesblu,Species,,,3.00,2,,3536,2652
532849881,Photo,Western Bluebird,Sialia mexicana,,Charity Hagen,2023-02-07,2023,2,7,1405,United States,US-CA-065,California,Riverside,Harford Springs County Park,33.8071799,-117.3550129,"",,Unspecified,"","",,,,,,,S127856627,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
532849851,Photo,Western Bluebird,Sialia mexicana,,Charity Hagen,2023-02-07,2023,2,7,1405,United States,US-CA-065,California,Riverside,Harford Springs County Park,33.8071799,-117.3550129,"",,Unspecified,"","",,,,,,,S127856627,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1545,1448
532849831,Photo,Western Bluebird,Sialia mexicana,,Charity Hagen,2023-02-07,2023,2,7,1405,United States,US-CA-065,California,Riverside,Harford Springs County Park,33.8071799,-117.3550129,"",,Unspecified,"","",,,,,,,S127856627,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2279,3067
532849311,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2023-02-07,2023,2,7,1610,United States,US-CA-001,California,Alameda,Mountain View Cemetery (ALA Co.),37.8340285,-122.2387469,"",,Unspecified,"","",,,,,,,S127856466,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532847971,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2023-02-07,2023,2,7,1610,United States,US-CA-001,California,Alameda,Mountain View Cemetery (ALA Co.),37.8340285,-122.2387469,"",,Unspecified,"","",,,,,,,S127856466,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
532844981,Photo,Western Bluebird,Sialia mexicana,,Barry Spolter,2023-02-07,2023,2,7,1450,United States,US-CA-059,California,Orange,Peters Canyon Reg Park,33.7780824,-117.7605691,"",,Unspecified,"","",,,,,,,S127849922,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2336,1272
532839931,Photo,Western Bluebird,Sialia mexicana,,Brad Rumble,2023-02-07,2023,2,7,1608,United States,US-CA-037,California,Los Angeles,Los Angeles State Historic Park,34.0674011,-118.2327014,"",,Unspecified,"","",,,,,,,S127855699,"",,,,Two females among the sycamores near the south entrance of the park.,Sialia mexicana,wesblu,Species,,,.00,0,,1556,2277
532810311,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,2304
532810131,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1976,2964
532810111,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2325,1923
532810101,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1663,2477
532810061,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1719,3425
532810021,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2325,2280
532810011,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1754,1631
532809961,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1896,3118
532809911,Photo,Western Bluebird,Sialia mexicana,,Christina Kidd,2023-02-07,2023,2,7,734,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S127826476,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1918,1918
532789761,Photo,Western Bluebird,Sialia mexicana,,Randy Harwood,2023-02-07,2023,2,7,755,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S127848665,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,947,1420
532789771,Photo,Western Bluebird,Sialia mexicana,,Randy Harwood,2023-02-07,2023,2,7,755,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S127848665,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,947,1420
532784941,Photo,Western Bluebird,Sialia mexicana,,"Heather O'Connor",2023-02-07,2023,2,7,1235,United States,US-CA-079,California,San Luis Obispo,Huasna Road,35.1264758,-120.4636797,"Female – 1; Male – 1",,Unspecified,"","",,,,,,,S127848890,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1258,1258
532778811,Photo,Western Bluebird,Sialia mexicana,,Spat Cannon,2023-01-28,2023,1,28,1457,United States,US-CA-037,California,Los Angeles,Santa Fe Dam Rec. Area,34.1113782,-117.9507637,"",,Unspecified,"","",,,,,,,S127140893,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1995,2048
532775701,Photo,Western Bluebird,Sialia mexicana,,Anonymous,2015-02-16,2015,2,16,900,United States,US-CA-065,California,Riverside,Idyllwild County Park,33.7430945,-116.7234305,"",,Unspecified,"","",,,,,,,S126670995,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,600,808
532770561,Photo,Western Bluebird,Sialia mexicana,,Donna Pomeroy,2023-02-07,2023,2,7,743,United States,US-CA-081,California,San Mateo,Pillar Point Harbor,37.5033407,-122.4819213,"",,Unspecified,"","",,,,,,,S127831888,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,3456,5184
532762251,Photo,Western Bluebird,Sialia mexicana,,Kevin Cronin,2023-02-05,2023,2,5,1517,United States,US-CA-073,California,San Diego,"2537 Summit Dr, Escondido US-CA 33.09642, -117.04286",33.0964240,-117.0428560,"",,Unspecified,"","",,,,,,,S127711732,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532752791,Photo,Western Bluebird,Sialia mexicana,,Linda Fraley,2023-02-07,2023,2,7,900,United States,US-CA-097,California,Sonoma,Santa Rosa Creek Trail and Delta Pond (west of Willowside Rd),38.4453208,-122.8155613,"",,Unspecified,"","",,,,,,,S127842549,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3672,4896
532752601,Photo,Western Bluebird,Sialia mexicana,,Linda Fraley,2023-02-07,2023,2,7,900,United States,US-CA-097,California,Sonoma,Santa Rosa Creek Trail and Delta Pond (west of Willowside Rd),38.4453208,-122.8155613,"",,Unspecified,"","",,,,,,,S127842549,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3672,4896
532736511,Photo,Western Bluebird,Sialia mexicana,,Dana Bangs,2023-02-07,2023,2,7,801,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127841759,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532733191,Photo,Western Bluebird,Sialia mexicana,,Tristan Yoo,2023-02-07,2023,2,7,716,United States,US-CA-085,California,Santa Clara,Guadalupe River Park,37.3439932,-121.9047475,"",,Unspecified,"","",,,,,,,S127841279,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1365,2048
532725881,Photo,Western Bluebird,Sialia mexicana,,Lois Goldfrank,2023-02-02,2023,2,2,1225,United States,US-CA-087,California,Santa Cruz,Swanton Rd.--south,37.0290065,-122.2165543,"",,Unspecified,"","",,,,,,,S127478596,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1665,2264
532723501,Photo,Western Bluebird,Sialia mexicana,,Terry  Hurst,2023-02-07,2023,2,7,707,United States,US-CA-073,California,San Diego,Mission Trails Regional Park--northeast region,32.8493617,-117.0387697,"",,Unspecified,"","",,,,,,,S127828278,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2533,2344
532711311,Photo,Western Bluebird,Sialia mexicana,,Leslie Flint,2023-02-07,2023,2,7,1148,United States,US-CA-081,California,San Mateo,Skylawn Cemetery,37.4975036,-122.3717737,"",,Unspecified,"","",,,,,,,S127832800,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,990,1280
532709041,Photo,Western Bluebird,Sialia mexicana,,Chris Weber,2023-02-07,2023,2,7,815,United States,US-CA-065,California,Riverside,Indian Canyons--Murray Canyon,33.7521761,-116.5488911,"",,Unspecified,"","",,,,,,,S127836891,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2448,3264
532607251,Photo,Western Bluebird,Sialia mexicana,,Michael Blust,2015-07-15,2015,7,15,635,United States,US-CA-037,California,Los Angeles,Sepulveda Basin--East of Woodley Ave,34.1767221,-118.4737308,"",,Unspecified,"","",,,,,,,S24290142,"",,,,A mix of adults and immatures.,Sialia mexicana,wesblu,Species,,,.00,0,,1767,2160
532607241,Photo,Western Bluebird,Sialia mexicana,,Michael Blust,2015-07-15,2015,7,15,635,United States,US-CA-037,California,Los Angeles,Sepulveda Basin--East of Woodley Ave,34.1767221,-118.4737308,"",,Unspecified,"","",,,,,,,S24290142,"",,,,A mix of adults and immatures.,Sialia mexicana,wesblu,Species,,,.00,0,,1827,2270
532552751,Photo,Western Bluebird,Sialia mexicana,,Bruce Schine,2023-02-06,2023,2,6,1030,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S127793973,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1280
532552741,Photo,Western Bluebird,Sialia mexicana,,Bruce Schine,2023-02-06,2023,2,6,1030,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S127793973,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1280
532552731,Photo,Western Bluebird,Sialia mexicana,,Bruce Schine,2023-02-06,2023,2,6,1030,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S127793973,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1280
532550201,Photo,Western Bluebird,Sialia mexicana,,Ed Stonick,2023-02-06,2023,2,6,840,United States,US-CA-037,California,Los Angeles,Sepulveda Basin--East of Woodley Ave,34.1767221,-118.4737308,"",,Unspecified,"","",,,,,,,S127784657,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532550191,Photo,Western Bluebird,Sialia mexicana,,Ed Stonick,2023-02-06,2023,2,6,840,United States,US-CA-037,California,Los Angeles,Sepulveda Basin--East of Woodley Ave,34.1767221,-118.4737308,"",,Unspecified,"","",,,,,,,S127784657,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532537721,Photo,Western Bluebird,Sialia mexicana,,Alicia Di Rado,2023-02-05,2023,2,5,1027,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127719219,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1070,1606
532526481,Photo,Western Bluebird,Sialia mexicana,,Barry Spolter,2023-02-06,2023,2,6,1249,United States,US-CA-059,California,Orange,Aliso Viejo Grand Park,33.5747500,-117.7272488,"",,Unspecified,"","",,,,,,,S127774330,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3225,3274
532523681,Photo,Western Bluebird,Sialia mexicana,Setophaga coronata -- Yellow-rumped Warbler,Samuel Schmidt,2023-02-06,2023,2,6,1550,United States,US-CA-113,California,Yolo,Putah Creek Riparian Reserve (YOL Co.),38.5277630,-121.8004200,"",,Unspecified,"","",,,,,,,S127791428,"",,,,"rough count, as they were flying around quite a bit, but about a dozen were gathered just downstream of the rope swing calling to each other on the levee road trees, and about eight more were seen along different parts of the trail.",Sialia mexicana,wesblu,Species,,,.00,0,,2705,4058
532523661,Photo,Western Bluebird,Sialia mexicana,,Samuel Schmidt,2023-02-06,2023,2,6,1550,United States,US-CA-113,California,Yolo,Putah Creek Riparian Reserve (YOL Co.),38.5277630,-121.8004200,"",,Unspecified,"","",,,,,,,S127791428,"",,,,"rough count, as they were flying around quite a bit, but about a dozen were gathered just downstream of the rope swing calling to each other on the levee road trees, and about eight more were seen along different parts of the trail.",Sialia mexicana,wesblu,Species,,,.00,0,,1405,2107
532523601,Photo,Western Bluebird,Sialia mexicana,,Samuel Schmidt,2023-02-06,2023,2,6,1550,United States,US-CA-113,California,Yolo,Putah Creek Riparian Reserve (YOL Co.),38.5277630,-121.8004200,"",,Unspecified,"","",,,,,,,S127791428,"",,,,"rough count, as they were flying around quite a bit, but about a dozen were gathered just downstream of the rope swing calling to each other on the levee road trees, and about eight more were seen along different parts of the trail.",Sialia mexicana,wesblu,Species,,,.00,0,,919,1378
532520621,Photo,Western Bluebird,Sialia mexicana,,Steph Cardenas,2023-02-03,2023,2,3,1213,United States,US-CA-037,California,Los Angeles,Legg Lake,34.0318920,-118.0601120,"",,Unspecified,"","",,,,,,,S127537111,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2627,3940
532511261,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-06,2023,2,6,1659,United States,US-CA-073,California,San Diego,"stakeout Eastern Phoebe, City Heights (2020-23)",32.7581680,-117.0990430,"",,Unspecified,"","",,,,,,,S127786448,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
532501511,Photo,Western Bluebird,Sialia mexicana,,Gretchen Framel,2023-02-06,2023,2,6,1430,United States,US-CA-093,California,Siskiyou,Gazelle-Callahan Rd.,41.4567510,-122.6354027,"",,Unspecified,"","",,,,,,,S127786457,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1732,1705
532501291,Photo,Western Bluebird,Sialia mexicana,,Gretchen Framel,2023-02-06,2023,2,6,1430,United States,US-CA-093,California,Siskiyou,Gazelle-Callahan Rd.,41.4567510,-122.6354027,"",,Unspecified,"","",,,,,,,S127786457,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2893,2589
532486511,Photo,Western Bluebird,Sialia mexicana,,Mike Mosser,2023-02-05,2023,2,5,913,United States,US-CA-087,California,Santa Cruz,Natural Bridges SB,36.9523782,-122.0567107,"",,Unspecified,"","",,,,,,,S127730091,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1875,2625
532473631,Photo,Western Bluebird,Sialia mexicana,,Isabelle Reddy,2023-02-06,2023,2,6,1123,United States,US-CA-001,California,Alameda,Arroyo las Positas--Jack London Blvd.,37.6950000,-121.8417528,"",,Unspecified,"","",,,,,,,S127768161,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1363,2045
532451961,Photo,Western Bluebird,Sialia mexicana,,Nate Klein,2023-02-04,2023,2,4,1103,United States,US-CA-085,California,Santa Clara,Coyote Valley OSP,37.1699462,-121.7360955,"",,Unspecified,"","",,,,,,,S127610826,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2048,3072
532451951,Photo,Western Bluebird,Sialia mexicana,,Nate Klein,2023-02-04,2023,2,4,1103,United States,US-CA-085,California,Santa Clara,Coyote Valley OSP,37.1699462,-121.7360955,"",,Unspecified,"","",,,,,,,S127610826,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2048,3072
532446771,Photo,Western Bluebird,Sialia mexicana,,Ted  Koelsch,2023-02-06,2023,2,6,1000,United States,US-CA-073,California,San Diego,Lake Henshaw west,33.2079449,-116.7298139,"",,Unspecified,"","",,,,,,,S127783571,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1253,1581
532434151,Photo,Western Bluebird,Sialia mexicana,,sonny mencher,2023-01-28,2023,1,28,1310,United States,US-CA-069,California,San Benito,Quien Sabe Rd.--Santa Anita Rd. to end of public road,36.8133390,-121.2341094,"",,Unspecified,"","",,,,,,,S127193950,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1940,2910
532403281,Photo,Western Bluebird,Sialia mexicana,,Maury Swoveland,2023-02-06,2023,2,6,1033,United States,US-CA-059,California,Orange,Bell View Trail--Rancho Santa Margarita SW,33.6478145,-117.5666284,"",,Unspecified,"","",,,,,,,S127770916,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2000,1961
532305381,Photo,Western Bluebird,Sialia mexicana,,Kate Reed,2023-02-04,2023,2,4,917,United States,US-CA-083,California,Santa Barbara,Santa Barbara Shores County Park,34.4218678,-119.8967171,"",,Unspecified,"","",,,,,,,S127600106,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2213,3320
532305391,Photo,Western Bluebird,Sialia mexicana,,Kate Reed,2023-02-04,2023,2,4,917,United States,US-CA-083,California,Santa Barbara,Santa Barbara Shores County Park,34.4218678,-119.8967171,"",,Unspecified,"","",,,,,,,S127600106,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1682,2523
532305371,Photo,Western Bluebird,Sialia mexicana,,Kate Reed,2023-02-04,2023,2,4,917,United States,US-CA-083,California,Santa Barbara,Santa Barbara Shores County Park,34.4218678,-119.8967171,"",,Unspecified,"","",,,,,,,S127600106,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1758,2637
532201381,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1225,United States,US-CA-079,California,San Luis Obispo,Oceano County Park,35.1057118,-120.6255312,"",,Unspecified,"","",,,,,,,S127732459,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2860,4117
532201371,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1225,United States,US-CA-079,California,San Luis Obispo,Oceano County Park,35.1057118,-120.6255312,"",,Unspecified,"","",,,,,,,S127732459,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2908,4232
532201361,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1225,United States,US-CA-079,California,San Luis Obispo,Oceano County Park,35.1057118,-120.6255312,"",,Unspecified,"","",,,,,,,S127732459,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2912,5184
532198231,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1040,United States,US-CA-079,California,San Luis Obispo,Pismo SB--Oceano Campground,35.1085767,-120.6265268,Male – 1,,Unspecified,"","",,,,,,,S127723852,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2175,3491
532198201,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1040,United States,US-CA-079,California,San Luis Obispo,Pismo SB--Oceano Campground,35.1085767,-120.6265268,Male – 1,,Unspecified,"","",,,,,,,S127723852,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2134,3757
532198171,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1040,United States,US-CA-079,California,San Luis Obispo,Pismo SB--Oceano Campground,35.1085767,-120.6265268,Male – 1,,Unspecified,"","",,,,,,,S127723852,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2248,4000
532198161,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1040,United States,US-CA-079,California,San Luis Obispo,Pismo SB--Oceano Campground,35.1085767,-120.6265268,Male – 1,,Unspecified,"","",,,,,,,S127723852,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2175,3612
532198131,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2023-02-05,2023,2,5,1040,United States,US-CA-079,California,San Luis Obispo,Pismo SB--Oceano Campground,35.1085767,-120.6265268,Male – 1,,Unspecified,"","",,,,,,,S127723852,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2078,3406
532166161,Photo,Western Bluebird,Sialia mexicana,,Mike Grant,2023-02-05,2023,2,5,1418,United States,US-CA-073,California,San Diego,Palomar Observatory,33.3574791,-116.8650270,"Adult Female – 1; Adult Male – 2",,Unspecified,"","",,,,,,,S127709468,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2920,5184
532156131,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2023-02-05,2023,2,5,1432,United States,US-CA-001,California,Alameda,San Lorenzo Community Center Park,37.6650534,-122.1426380,"",,Unspecified,"","",,,,,,,S127727662,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532156121,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2023-02-05,2023,2,5,1432,United States,US-CA-001,California,Alameda,San Lorenzo Community Center Park,37.6650534,-122.1426380,"",,Unspecified,"","",,,,,,,S127727662,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
532156031,Photo,Western Bluebird,Sialia mexicana,,BAL Land,2023-02-03,2023,2,3,1503,United States,US-CA-059,California,Orange,Russell Cook Park,33.5101579,-117.6370642,Adult Male – 1,,Unspecified,"","",,,,,,,S127545336,"",,,,,Sialia mexicana,wesblu,Species,,,4.80,10,,3409,4755
532156021,Photo,Western Bluebird,Sialia mexicana,,BAL Land,2023-02-03,2023,2,3,1503,United States,US-CA-059,California,Orange,Russell Cook Park,33.5101579,-117.6370642,Adult Male – 1,,Unspecified,"","",,,,,,,S127545336,"",,,,,Sialia mexicana,wesblu,Species,,,4.57,7,,1606,1971
532147181,Photo,Western Bluebird,Sialia mexicana,,Marcia Lincoln,2023-02-05,2023,2,5,842,United States,US-CA-073,California,San Diego,Upper Otay Reservoir ,32.6492595,-116.9336757,"",,Unspecified,"","",,,,,,,S127685546,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,826,828
532147171,Photo,Western Bluebird,Sialia mexicana,,Marcia Lincoln,2023-02-05,2023,2,5,842,United States,US-CA-073,California,San Diego,Upper Otay Reservoir ,32.6492595,-116.9336757,"",,Unspecified,"","",,,,,,,S127685546,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,1328,773
532090521,Photo,Western Bluebird,Sialia mexicana,,Donna Bray,2023-02-05,2023,2,5,1200,United States,US-CA-037,California,Los Angeles,San Gabriel River--Trabuco St. (Bellflower),33.8871969,-118.1088424,Adult Male – 1,,Unspecified,"","",,,,,,,S127721348,"",,,,M and F.,Sialia mexicana,wesblu,Species,,,3.00,1,,3886,5182
532082331,Photo,Western Bluebird,Sialia mexicana,,greg slak,2023-02-05,2023,2,5,830,United States,US-CA-037,California,Los Angeles,Sepulveda Basin Recreation Area--Entire Area,34.1762900,-118.4881930,"",,Unspecified,"","",,,,,,,S127718583,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,960,1200
532078851,Photo,Western Bluebird,Sialia mexicana,,greg slak,2023-02-05,2023,2,5,830,United States,US-CA-037,California,Los Angeles,Sepulveda Basin Recreation Area--Entire Area,34.1762900,-118.4881930,"",,Unspecified,"","",,,,,,,S127718583,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,960,1200
