ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
446757561,Photo,Western Bluebird,Sialia mexicana,,Julia Ray,2022-05-10,2022,5,10,918,United States,US-CA-037,California,Los Angeles,Orcas Park,34.2702685,-118.3673000,"",,Unspecified,"","",,,,,,,S109576539,"",,,,"This is the second nest I’ve found in the park. This one in eucalyptus on the bridal path, just north of the pet memorial. I observed one fledgling out of the nest, being fed by one of 2 adult birds I saw. I was able to photograph the fledgling.",Sialia mexicana,wesblu,Species,,,.00,0,,1080,1440
446750311,Photo,Western Bluebird,Sialia mexicana,,crdf bird,2022-05-10,2022,5,10,1000,United States,US-CA-073,California,San Diego,Palomar Mountain SP--Silvercrest Picnic Area and Trail,33.3305315,-116.9047819,"",,Unspecified,"","",,,,,,,S109592880,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446749831,Photo,Western Bluebird,Sialia mexicana,,crdf bird,2022-05-10,2022,5,10,1000,United States,US-CA-073,California,San Diego,Palomar Mountain SP--Silvercrest Picnic Area and Trail,33.3305315,-116.9047819,"",,Unspecified,"","",,,,,,,S109592880,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446728131,Photo,Western Bluebird,Sialia mexicana,,Daniel Gillingwater,2022-05-05,2022,5,5,1329,United States,US-CA-077,California,San Joaquin,E Forest Lake Rd.,38.2229668,-121.3305013,Adult Female – 1,Foraging or Eating,Unspecified,"","",,,,,,,S109052205,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,"",3456,4608
446728101,Photo,Western Bluebird,Sialia mexicana,,Daniel Gillingwater,2022-05-05,2022,5,5,1329,United States,US-CA-077,California,San Joaquin,E Forest Lake Rd.,38.2229668,-121.3305013,Adult Male – 1,,Unspecified,"","",,,,,,,S109052205,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3456,4608
446728071,Photo,Western Bluebird,Sialia mexicana,,Daniel Gillingwater,2022-05-05,2022,5,5,1329,United States,US-CA-077,California,San Joaquin,E Forest Lake Rd.,38.2229668,-121.3305013,Adult Male – 1,,Unspecified,"","",,,,,,,S109052205,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3456,4608
446719611,Photo,Western Bluebird,Sialia mexicana,,Sharon Hull,2022-05-10,2022,5,10,941,United States,US-CA-087,California,Santa Cruz,"791–799 Buena Vista Dr, Watsonville US-CA 36.93806, -121.80740",36.9380580,-121.8074030,"",,Unspecified,"","",,,,,,,S109577069,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3888,5184
446719601,Photo,Western Bluebird,Sialia mexicana,,Sharon Hull,2022-05-10,2022,5,10,941,United States,US-CA-087,California,Santa Cruz,"791–799 Buena Vista Dr, Watsonville US-CA 36.93806, -121.80740",36.9380580,-121.8074030,"",,Unspecified,"","",,,,,,,S109577069,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2097,2751
446719591,Photo,Western Bluebird,Sialia mexicana,,Sharon Hull,2022-05-10,2022,5,10,941,United States,US-CA-087,California,Santa Cruz,"791–799 Buena Vista Dr, Watsonville US-CA 36.93806, -121.80740",36.9380580,-121.8074030,"",,Unspecified,"","",,,,,,,S109577069,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2115,2778
446714661,Photo,Western Bluebird,Sialia mexicana,,Ryan Terrill,2022-05-10,2022,5,10,600,United States,US-CA-037,California,Los Angeles,Angeles NF--Bear Divide,34.3602832,-118.3958924,"",,Unspecified,"","",,,,,,,S109577895,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,4000,6000
446714521,Photo,Western Bluebird,Sialia mexicana,,Ryan Terrill,2022-05-10,2022,5,10,600,United States,US-CA-037,California,Los Angeles,Angeles NF--Bear Divide,34.3602832,-118.3958924,"",,Unspecified,"","",,,,,,,S109577895,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,4000,6000
446699471,Photo,Western Bluebird,Sialia mexicana,,Jeffrey Fenwick,2022-05-09,2022,5,9,1115,United States,US-CA-037,California,Los Angeles,Arroyo Park (South Pasadena),34.1204383,-118.1663275,"",,Unspecified,"","",,,,,,,S109467779,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1757,2636
446696501,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-05-09,2022,5,9,705,United States,US-CA-073,California,San Diego,Harry Griffen Regional Park,32.7859369,-116.9878900,"",,Unspecified,"","",,,,,,,S109549800,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1766,1795
446696341,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-05-09,2022,5,9,705,United States,US-CA-073,California,San Diego,Harry Griffen Regional Park,32.7859369,-116.9878900,"",,Unspecified,"","",,,,,,,S109549800,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2182,2546
446696221,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-05-09,2022,5,9,705,United States,US-CA-073,California,San Diego,Harry Griffen Regional Park,32.7859369,-116.9878900,"",,Unspecified,"","",,,,,,,S109549800,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1878,1966
446690051,Photo,Western Bluebird,Sialia mexicana,,Janet Ellis,2022-05-08,2022,5,8,800,United States,US-CA-085,California,Santa Clara,Joseph D. Grant County Park (please use a more specific hotspot where possible),37.3404469,-121.7176861,"",,Unspecified,"","",,,,,,,S109410003,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1704,1270
446539161,Photo,Western Bluebird,Sialia mexicana,,Lynzie Flynn,2022-05-09,2022,5,9,743,United States,US-CA-037,California,Los Angeles,"Los Angeles County Arboretum and Botanic Garden, Arcadia US-CA 34.14390, -118.05201",34.1439050,-118.0520070,"",,Unspecified,"","",,,,,,,S109466887,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1791,1800
446529951,Photo,Western Bluebird,Sialia mexicana,,Jeff Strogen,2022-05-09,2022,5,9,1549,United States,US-CA-071,California,San Bernardino,"Summit Intermediate School, Rancho Cucamonga US-CA 34.14364, -117.51208",34.1436440,-117.5120750,"",,Unspecified,"","",,,,,,,S109504248,"",,,,WEBL have been conspicuously absent from my observations from this location in the last couple of months. Wondered if it had to with nesting in general or recent habitat destruction in the area. A new housing development just across the street has caused the removal of a substantial amount of snags in the area.,Sialia mexicana,wesblu,Species,,,.00,0,,480,640
446529941,Photo,Western Bluebird,Sialia mexicana,,Jeff Strogen,2022-05-09,2022,5,9,1549,United States,US-CA-071,California,San Bernardino,"Summit Intermediate School, Rancho Cucamonga US-CA 34.14364, -117.51208",34.1436440,-117.5120750,"",,Unspecified,"","",,,,,,,S109504248,"",,,,WEBL have been conspicuously absent from my observations from this location in the last couple of months. Wondered if it had to with nesting in general or recent habitat destruction in the area. A new housing development just across the street has caused the removal of a substantial amount of snags in the area.,Sialia mexicana,wesblu,Species,,,.00,0,,480,640
446529881,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2022-05-09,2022,5,9,1720,United States,US-CA-013,California,Contra Costa,Briones Regional Park--Bear Creek Staging Area,37.9270707,-122.1572828,"",,Unspecified,"","",,,,,,,S109524058,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
446517351,Photo,Western Bluebird,Sialia mexicana,,Kris McMillan,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109433345,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,792,792
446511311,Photo,Western Bluebird,Sialia mexicana,,Kris McMillan,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109433345,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,725,725
446432311,Photo,Western Bluebird,Sialia mexicana,,Jeffrey Fenwick,2022-05-09,2022,5,9,1000,United States,US-CA-037,California,Los Angeles,Hermon Park,34.1046446,-118.1880856,"",,Unspecified,"","",,,,,,,S109459762,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,901,1351
446430701,Photo,Western Bluebird,Sialia mexicana,,Vince Folsom,2022-05-09,2022,5,9,1330,United States,US-CA-061,California,Placer,Folsom Lake SRA--Granite Bay Launch Ramp vicinity,38.7453474,-121.1423146,"",,Unspecified,"","",,,,,,,S109513473,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1849,1770
446430691,Photo,Western Bluebird,Sialia mexicana,,Vince Folsom,2022-05-09,2022,5,9,1330,United States,US-CA-061,California,Placer,Folsom Lake SRA--Granite Bay Launch Ramp vicinity,38.7453474,-121.1423146,"",,Unspecified,"","",,,,,,,S109513473,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1727,1619
446427911,Photo,Western Bluebird,Sialia mexicana,,Sam Zuckerman,2022-05-09,2022,5,9,857,United States,US-CA-013,California,Contra Costa,Wildcat Canyon Regional Park,37.9394931,-122.2982168,"",,Unspecified,"","",,,,,,,S109472428,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1705,1910
446376011,Photo,Western Bluebird,Sialia mexicana,,Anonymous,2022-05-08,2022,5,8,730,United States,US-CA-071,California,San Bernardino,Big Morongo Canyon Preserve,34.0507216,-116.5693831,"",,Unspecified,"","",,,,,,,S109501188,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446358271,Photo,Western Bluebird,Sialia mexicana,,Carole Rose,2022-05-09,2022,5,9,955,United States,US-CA-053,California,Monterey,Monterey--Quarry Park,36.5940388,-121.9099939,"",,Unspecified,"","",,,,,,,S109478938,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,985,1477
446354021,Photo,Western Bluebird,Sialia mexicana,,Caitlin Eldridge,2022-05-08,2022,5,8,910,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S109497170,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2848,4272
446353961,Photo,Western Bluebird,Sialia mexicana,,Caitlin Eldridge,2022-05-08,2022,5,8,910,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S109497170,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2848,4272
446334321,Photo,Western Bluebird,Sialia mexicana,,Anita Toney,2022-05-09,2022,5,9,1108,United States,US-CA-041,California,Marin,"Corte Madera US-CA 37.93508, -122.52011",37.9350820,-122.5201050,"",,Unspecified,"","",,,,,,,S109478802,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2854,2854
446334271,Photo,Western Bluebird,Sialia mexicana,,Anita Toney,2022-05-09,2022,5,9,1108,United States,US-CA-041,California,Marin,"Corte Madera US-CA 37.93508, -122.52011",37.9350820,-122.5201050,"",,Unspecified,"","",,,,,,,S109478802,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3245,3245
446334051,Photo,Western Bluebird,Sialia mexicana,,Anita Toney,2022-05-09,2022,5,9,1108,United States,US-CA-041,California,Marin,"Corte Madera US-CA 37.93508, -122.52011",37.9350820,-122.5201050,"",,Unspecified,"","",,,,,,,S109478802,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,3060,3060
446286991,Photo,Western Bluebird,Sialia mexicana,,Gail DeLalla,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109477823,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,962,1442
446233031,Photo,Western Bluebird,Sialia mexicana,,Ira Blitz,2022-05-08,2022,5,8,800,United States,US-CA-037,California,Los Angeles,Los Angeles County Arboretum & Botanic Garden,34.1438801,-118.0518637,"",,Unspecified,"","",,,,,,,S109447002,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3126,3424
446227111,Photo,Western Bluebird,Sialia mexicana,,Jane Schrenzel,2022-05-09,2022,5,9,806,United States,US-CA-059,California,Orange,Laguna Niguel Regional Park,33.5494066,-117.7098370,"",,Unspecified,"","",,,,,,,S109462728,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,768,1024
446227051,Photo,Western Bluebird,Sialia mexicana,,Jane Schrenzel,2022-05-09,2022,5,9,806,United States,US-CA-059,California,Orange,Laguna Niguel Regional Park,33.5494066,-117.7098370,"",,Unspecified,"","",,,,,,,S109462728,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,768,1024
446214591,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,2351,6959
446214531,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,2620,3741
446214341,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,1281,2542
446214331,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,4640,6960
446214161,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,3459,6960
446214031,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,3356,6161
446213951,Photo,Western Bluebird,Sialia mexicana,,Kathleen Waldron,2022-05-08,2022,5,8,1150,United States,US-CA-037,California,Los Angeles,Woodlawn Cemetery (LA Co.),34.0178070,-118.4761333,"",,Unspecified,"","",,,,,,,S109414671,"",,,,2 families with youngsters.  Box 3 has 2 adults bringing food and taking out fecal sacs.,Sialia mexicana,wesblu,Species,,,.00,0,,2471,4232
446205971,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205751,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205671,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205661,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205431,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205421,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205411,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205401,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205341,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446205321,Photo,Western Bluebird,Sialia mexicana,,James Alderson,2022-05-08,2022,5,8,1545,United States,US-CA-113,California,Yolo,Redwood Park,38.5536442,-121.7608778,"",,Unspecified,"","",,,,,,,S109395042,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446159741,Photo,Western Bluebird,Sialia mexicana,,Jim Parker,2022-05-08,2022,5,8,1132,United States,US-CA-093,California,Siskiyou,Larry Wehmeyer Environmental Education Area,41.2945672,-122.3255700,"",,Unspecified,"","",,,,,,,S109440029,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,692,774
446087191,Photo,Western Bluebird,Sialia mexicana,,Liv Ariz,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109403594,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,626,939
446087171,Photo,Western Bluebird,Sialia mexicana,,Liv Ariz,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109403594,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,583,874
446087161,Photo,Western Bluebird,Sialia mexicana,,Liv Ariz,2022-05-08,2022,5,8,755,United States,US-CA-073,California,San Diego,Julian--Santa Ysabel Preserve,33.1198170,-116.6033230,"",,Unspecified,"","",,,,,,,S109403594,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,569,855
446073201,Photo,Western Bluebird,Sialia mexicana,,Warren Regelmann,2022-05-07,2022,5,7,650,United States,US-CA-013,California,Contra Costa,Miller/Knox Regional Shoreline,37.9162036,-122.3865795,Adult Male – 1,,Unspecified,"","",,,,,,,S109240415,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2321,3094
446065231,Photo,Western Bluebird,Sialia mexicana,,Drew Hatcher,2022-05-08,2022,5,8,1118,United States,US-CA-059,California,Orange,IRWD San Joaquin Marsh,33.6604690,-117.8410680,"",,Unspecified,"","",,,,,,,S109389687,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446065161,Photo,Western Bluebird,Sialia mexicana,,Drew Hatcher,2022-05-08,2022,5,8,1118,United States,US-CA-059,California,Orange,IRWD San Joaquin Marsh,33.6604690,-117.8410680,"",,Unspecified,"","",,,,,,,S109389687,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
446065101,Photo,Western Bluebird,Sialia mexicana,,Drew Hatcher,2022-05-08,2022,5,8,1118,United States,US-CA-059,California,Orange,IRWD San Joaquin Marsh,33.6604690,-117.8410680,"",,Unspecified,"","",,,,,,,S109389687,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2181,1397
446062621,Photo,Western Bluebird,Sialia mexicana,,Dana Cox,2022-05-08,2022,5,8,1457,United States,US-CA-087,California,Santa Cruz,"UC Santa Cruz, Santa Cruz US-CA (36.9835,-122.0540)",36.9834660,-122.0540170,"",,Unspecified,"","",,,,,,,S109411171,"",,,,Nesting in bird boxes,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1440
446062611,Photo,Western Bluebird,Sialia mexicana,,Dana Cox,2022-05-08,2022,5,8,1457,United States,US-CA-087,California,Santa Cruz,"UC Santa Cruz, Santa Cruz US-CA (36.9835,-122.0540)",36.9834660,-122.0540170,"",,Unspecified,"","",,,,,,,S109411171,"",,,,Nesting in bird boxes,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1440
446062601,Photo,Western Bluebird,Sialia mexicana,,Dana Cox,2022-05-08,2022,5,8,1457,United States,US-CA-087,California,Santa Cruz,"UC Santa Cruz, Santa Cruz US-CA (36.9835,-122.0540)",36.9834660,-122.0540170,"",,Unspecified,"","",,,,,,,S109411171,"",,,,Nesting in bird boxes,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1440
446059791,Photo,Western Bluebird,Sialia mexicana,,Rebecca Marschall,2022-05-02,2022,5,2,1120,United States,US-CA-037,California,Los Angeles,UC Los Angeles--William Andrews Clark Memorial Library,34.0330256,-118.3143023,Adult Female – 1,,Unspecified,"","",,,,,,,S108745704,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2667,4000
446034091,Photo,Western Bluebird,Sialia mexicana,,Jon Fisher,2022-05-07,2022,5,7,930,United States,US-CA-037,California,Los Angeles,Placerita Canyon SP--Walker Ranch,34.3757810,-118.4442902,"",,Unspecified,"","",,,,,,,S109284664,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2735,2716
446032031,Photo,Western Bluebird,Sialia mexicana,,Melissa Petullo,2022-05-08,2022,5,8,950,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S109379211,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
446032001,Photo,Western Bluebird,Sialia mexicana,,Melissa Petullo,2022-05-08,2022,5,8,950,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S109379211,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
446030921,Photo,Western Bluebird,Sialia mexicana,,Bruce Aird,2022-05-07,2022,5,7,1814,United States,US-CA-059,California,Orange,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",33.6637274,-117.8426814,"",,Unspecified,"","",,,,,,,S109278757,"",,,,This is the male of a pair that has apparently taken over a Tree Swallow nest box that faces Pond E.,Sialia mexicana,wesblu,Species,,,.00,0,,1507,2009
446027211,Photo,Western Bluebird,Sialia mexicana,,Chris Tosdevin,2022-05-08,2022,5,8,900,United States,US-CA-037,California,Los Angeles,Malibu Creek SP,34.0991117,-118.7157119,"",,Unspecified,"","",,,,,,,S109384913,"",,,,pair nesting in old woodpecker hole,Sialia mexicana,wesblu,Species,,,.00,0,,2190,1692
446025701,Photo,Western Bluebird,Sialia mexicana,,Chris Tosdevin,2022-05-08,2022,5,8,900,United States,US-CA-037,California,Los Angeles,Malibu Creek SP,34.0991117,-118.7157119,"",,Unspecified,"","",,,,,,,S109384913,"",,,,pair nesting in old woodpecker hole,Sialia mexicana,wesblu,Species,,,.00,0,,2606,2014
446022991,Photo,Western Bluebird,Sialia mexicana,,Bruce Aird,2022-05-06,2022,5,6,1314,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S109148601,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1489,1985
446015691,Photo,Western Bluebird,Sialia mexicana,,Joan Tisdale,2022-05-08,2022,5,8,945,United States,US-CA-053,California,Monterey,Laguna Seca Rec Area & Hwy 68 ponds,36.5729320,-121.7652404,"",,Unspecified,"","",,,,,,,S109398841,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1498,2247
445995851,Photo,Western Bluebird,Sialia mexicana,,Jian Mei,2022-04-01,2022,4,1,856,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S106055919,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1732,2599
445988551,Photo,Western Bluebird,Sialia mexicana,,brian ibenthal,2022-05-08,2022,5,8,910,United States,US-CA-059,California,Orange,Laguna Niguel Regional Park,33.5494066,-117.7098370,"",,Unspecified,"","",,,,,,,S109407297,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,480,640
445945231,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2022-05-08,2022,5,8,840,United States,US-CA-079,California,San Luis Obispo,Turri Road,35.3250835,-120.7948498,Juvenile – 1,,Unspecified,"","",,,,,,,S109398471,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1482,2339
445945221,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2022-05-08,2022,5,8,840,United States,US-CA-079,California,San Luis Obispo,Turri Road,35.3250835,-120.7948498,Juvenile – 1,,Unspecified,"","",,,,,,,S109398471,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2708,3901
445945201,Photo,Western Bluebird,Sialia mexicana,,Petra Clayton,2022-05-08,2022,5,8,840,United States,US-CA-079,California,San Luis Obispo,Turri Road,35.3250835,-120.7948498,Juvenile – 1,,Unspecified,"","",,,,,,,S109398471,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2599,4314
445935481,Photo,Western Bluebird,Sialia mexicana,,Chris Overington,2022-05-08,2022,5,8,1049,United States,US-CA-085,California,Santa Clara,Calero Creek Trail,37.2048486,-121.8155522,"",,Unspecified,"","",,,,,,,S109397447,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1314,1958
445934511,Photo,Western Bluebird,Sialia mexicana,,Molly Goheen,2022-05-08,2022,5,8,800,United States,US-CA-095,California,Solano,Lagoon Valley Park,38.3343656,-122.0126925,"",,Unspecified,"","",,,,,,,S109398973,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2792,3587
445914481,Photo,Western Bluebird,Sialia mexicana,,Robert Hamilton,2022-05-08,2022,5,8,1030,United States,US-CA-059,California,Orange,Brookhurst Marsh,33.6369890,-117.9647970,Adult Male – 1,,Unspecified,"","",,,,,,,S109394979,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1687,2249
